activity_id,account_id,activity_date,activity_type,performed_by,source_system,outcome_code,next_follow_up_date,minutes_spent,duplicate_check_flag
ACT-05613,ACC-11871,2026-02-05,call_attempt,agent_53,phone,viewed_status,2026-02-05,14,N
ACT-05614,ACC-11872,2026-02-17,spreadsheet_reconcile,agent_10,phone,awaiting_review,,10,N
ACT-05615,ACC-11872,03/03/2026,email_sent,agent_42,legacy_db,viewed_status,2026-03-07,7,N
ACT-05616,ACC-11872,2026-02-22,escalation,agent_17,spreadsheet,sent_to_specialist,2026-02-24,8,N
ACT-05617,ACC-11872,2026-02-22,escalation,agent_11,spreadsheet,no_reply,2026-03-01,8,N
ACT-05618,ACC-11873,14/02/2026,email_sent,agent_52,spreadsheet,viewed_status,2026-02-19,7,N
ACT-05619,ACC-11873,2026-02-05,spreadsheet_reconcile,agent_55,legacy_db,no_reply,2026-02-08,11,Y
ACT-05620,ACC-11874,2026-01-13,sms_reminder,agent_44,spreadsheet,awaiting_review,2026-01-18,3,N
ACT-05621,ACC-11875,2026-01-27,sms_reminder,agent_31,phone,sent_to_specialist,2026-01-31,2,N
ACT-05622,ACC-11875,17/01/2026,status_check,agent_39,phone,no_reply,2026-01-23,4,Y
ACT-05623,ACC-11876,2026-01-21,call_attempt,agent_51,phone,left_message,2026-01-21,10,N
ACT-05624,ACC-11877,2026-02-14,email_sent,agent_15,phone,no_reply,2026-02-18,4,N
ACT-05625,ACC-11877,2026-02-10,email_sent,agent_58,legacy_db,promise_to_pay,,7,N
ACT-05626,ACC-11877,23/02/2026,escalation,agent_39,email,updated_row,2026-02-27,9,N
ACT-05627,ACC-11878,2026-01-28,call_attempt,agent_14,spreadsheet,no_reply,2026-01-29,8,N
ACT-05628,ACC-11878,2026-01-29,spreadsheet_reconcile,agent_36,phone,updated_row,2026-02-01,10,Y
ACT-05629,ACC-11878,06/02/2026,status_check,agent_13,legacy_db,next_action_unclear,,3,N
ACT-05630,ACC-11878,2026-01-31,escalation,agent_47,spreadsheet,no_reply,,9,N
ACT-05631,ACC-11879,2026-01-08,email_sent,agent_10,phone,updated_row,,6,N
ACT-05632,ACC-11879,2026-01-17,escalation,agent_04,spreadsheet,sent_to_specialist,2026-01-17,7,N
ACT-05633,ACC-11880,2026-01-31,sms_reminder,agent_56,spreadsheet,left_message,2026-02-03,2,N
ACT-05634,ACC-11880,29/01/2026,escalation,agent_09,email,sent_to_specialist,2026-02-05,8,N
ACT-05635,ACC-11880,2026-01-19,spreadsheet_reconcile,agent_52,phone,promise_to_pay,,9,Y
ACT-05636,ACC-11881,2026-01-06,call_attempt,agent_11,spreadsheet,viewed_status,2026-01-08,13,N
ACT-05637,ACC-11882,01/02/2026,spreadsheet_reconcile,agent_07,email,sent_to_specialist,2026-02-03,7,Y
ACT-05638,ACC-11882,2026-02-10,email_sent,agent_33,legacy_db,promise_to_pay,2026-02-11,6,N
ACT-05639,ACC-11882,2026-01-30,call_attempt,agent_15,email,next_action_unclear,2026-02-02,10,N
ACT-05640,ACC-11882,2026-02-09,manual_plan_note,agent_09,email,left_message,2026-02-09,6,N
ACT-05641,ACC-11882,2026-01-25,escalation,agent_09,legacy_db,updated_row,,10,N
ACT-05642,ACC-11883,2026-03-04,email_sent,agent_11,legacy_db,next_action_unclear,2026-03-11,7,N
ACT-05643,ACC-11884,2026-03-02,email_sent,agent_05,legacy_db,left_message,2026-03-06,6,N
ACT-05644,ACC-11884,2026-02-28,spreadsheet_reconcile,agent_29,phone,left_message,2026-03-02,6,N
ACT-05645,ACC-11884,2026-02-14,spreadsheet_reconcile,agent_09,phone,awaiting_review,2026-02-21,7,Y
ACT-05646,ACC-11884,2026-02-10,sms_reminder,agent_17,legacy_db,updated_row,2026-02-13,2,N
ACT-05647,ACC-11884,2026-03-02,sms_reminder,agent_38,email,left_message,2026-03-06,2,N
ACT-05648,ACC-11885,2026-01-26,manual_plan_note,agent_57,phone,viewed_status,2026-01-29,7,N
ACT-05649,ACC-11885,2026-02-04,spreadsheet_reconcile,agent_06,legacy_db,no_reply,2026-02-10,10,Y
ACT-05650,ACC-11886,2026-02-06,call_attempt,agent_27,spreadsheet,sent_to_specialist,2026-02-08,12,N
ACT-05651,ACC-11886,2026-02-09,sms_reminder,agent_04,email,next_action_unclear,2026-02-13,4,N
ACT-05652,ACC-11886,2026-01-31,sms_reminder,agent_07,phone,sent_to_specialist,2026-02-07,2,N
ACT-05653,ACC-11886,2026-02-07,spreadsheet_reconcile,agent_44,legacy_db,no_reply,2026-02-14,11,Y
ACT-05654,ACC-11886,11/02/2026,email_sent,agent_19,legacy_db,promise_to_pay,2026-02-18,7,N
ACT-05655,ACC-11887,2026-02-20,status_check,agent_26,legacy_db,left_message,,3,Y
ACT-05656,ACC-11888,2026-01-23,call_attempt,agent_14,legacy_db,awaiting_review,2026-01-30,14,N
ACT-05657,ACC-11888,05/02/2026,call_attempt,agent_14,email,awaiting_review,2026-02-10,9,N
ACT-05658,ACC-11888,2026-01-25,status_check,agent_35,email,no_reply,2026-01-26,5,N
ACT-05659,ACC-11888,2026-01-28,status_check,agent_54,email,no_reply,2026-02-01,6,Y
ACT-05660,ACC-11888,2026-01-29,spreadsheet_reconcile,agent_05,legacy_db,promise_to_pay,2026-02-03,12,Y
ACT-05661,ACC-11889,16/01/2026,status_check,agent_21,email,awaiting_review,2026-01-23,4,Y
ACT-05662,ACC-11889,2026-01-10,email_sent,agent_41,email,left_message,2026-01-12,7,N
ACT-05663,ACC-11889,2026-01-11,status_check,agent_39,phone,awaiting_review,2026-01-14,5,Y
ACT-05664,ACC-11889,2026-01-26,email_sent,agent_13,phone,sent_to_specialist,2026-01-27,7,N
ACT-05665,ACC-11890,2026-02-09,email_sent,agent_03,spreadsheet,sent_to_specialist,2026-02-10,6,N
ACT-05666,ACC-11890,2026-02-02,status_check,agent_05,email,left_message,2026-02-02,5,Y
ACT-05667,ACC-11890,2026-02-07,sms_reminder,agent_13,spreadsheet,updated_row,2026-02-14,3,N
ACT-05668,ACC-11890,2026-02-01,sms_reminder,agent_49,legacy_db,sent_to_specialist,,2,N
ACT-05669,ACC-11890,2026-02-09,email_sent,agent_43,phone,next_action_unclear,2026-02-10,5,N
ACT-05670,ACC-11891,2026-02-04,email_sent,agent_30,phone,next_action_unclear,2026-02-11,6,N
ACT-05671,ACC-11891,2026-02-09,email_sent,agent_49,phone,viewed_status,2026-02-12,5,N
ACT-05672,ACC-11891,2026-02-06,manual_plan_note,agent_54,legacy_db,no_reply,2026-02-11,10,N
ACT-05673,ACC-11892,2026-01-22,call_attempt,agent_05,legacy_db,next_action_unclear,2026-01-26,8,N
ACT-05674,ACC-11892,2026-01-11,escalation,agent_16,spreadsheet,promise_to_pay,2026-01-13,11,N
ACT-05675,ACC-11893,2026-02-11,status_check,agent_04,phone,viewed_status,2026-02-15,3,N
ACT-05676,ACC-11893,2026-02-08,email_sent,agent_04,phone,left_message,,4,N
ACT-05677,ACC-11893,2026-02-17,escalation,agent_12,email,updated_row,2026-02-22,8,N
ACT-05678,ACC-11894,04/01/2026,status_check,agent_30,spreadsheet,viewed_status,2026-01-10,4,N
ACT-05679,ACC-11894,2026-01-13,escalation,agent_31,email,next_action_unclear,2026-01-17,6,N
ACT-05680,ACC-11895,13/01/2026,spreadsheet_reconcile,agent_24,phone,viewed_status,2026-01-17,7,N
ACT-05681,ACC-11895,2026-01-18,sms_reminder,agent_04,spreadsheet,no_reply,2026-01-23,2,N
ACT-05682,ACC-11895,2026-01-07,spreadsheet_reconcile,agent_25,phone,sent_to_specialist,2026-01-07,6,Y
ACT-05683,ACC-11896,2026-01-13,status_check,agent_01,legacy_db,sent_to_specialist,,4,Y
ACT-05684,ACC-11896,2026-01-25,manual_plan_note,agent_23,spreadsheet,promise_to_pay,2026-01-26,10,N
ACT-05685,ACC-11897,16/02/2026,sms_reminder,agent_34,legacy_db,left_message,2026-02-22,2,N
ACT-05686,ACC-11898,2026-01-10,spreadsheet_reconcile,agent_52,legacy_db,next_action_unclear,2026-01-14,7,Y
ACT-05687,ACC-11898,24/01/2026,call_attempt,agent_52,legacy_db,no_reply,,12,N
ACT-05688,ACC-11898,06/01/2026,call_attempt,agent_28,phone,no_reply,2026-01-11,13,N
ACT-05689,ACC-11898,13/01/2026,manual_plan_note,agent_05,phone,no_reply,2026-01-17,10,N
ACT-05690,ACC-11898,14/01/2026,call_attempt,agent_42,legacy_db,no_reply,,9,N
ACT-05691,ACC-11899,2026-01-19,sms_reminder,agent_52,spreadsheet,no_reply,2026-01-22,3,N
ACT-05692,ACC-11899,2026-01-27,call_attempt,agent_41,email,sent_to_specialist,2026-02-02,8,N
ACT-05693,ACC-11899,02/02/2026,manual_plan_note,agent_57,legacy_db,updated_row,2026-02-09,9,N
ACT-05694,ACC-11900,2026-02-11,sms_reminder,agent_48,phone,next_action_unclear,2026-02-14,3,N
ACT-05695,ACC-11900,2026-02-21,call_attempt,agent_03,spreadsheet,left_message,2026-02-23,8,N
ACT-05696,ACC-11900,2026-02-16,escalation,agent_56,phone,next_action_unclear,,9,N
ACT-05697,ACC-11901,2026-01-10,email_sent,agent_18,spreadsheet,next_action_unclear,2026-01-10,5,N
ACT-05698,ACC-11901,2026-01-17,status_check,agent_51,email,no_reply,2026-01-20,5,N
ACT-05699,ACC-11901,2026-01-14,manual_plan_note,agent_31,legacy_db,sent_to_specialist,2026-01-17,8,N
ACT-05700,ACC-11902,2026-02-16,call_attempt,agent_26,spreadsheet,next_action_unclear,2026-02-20,12,N
ACT-05701,ACC-11902,15/02/2026,status_check,agent_50,legacy_db,promise_to_pay,2026-02-21,6,Y
ACT-05702,ACC-11903,2026-02-07,status_check,agent_58,phone,updated_row,2026-02-07,5,Y
ACT-05703,ACC-11903,2026-02-16,escalation,agent_39,spreadsheet,awaiting_review,2026-02-18,10,N
ACT-05704,ACC-11904,2026-01-23,email_sent,agent_10,email,next_action_unclear,2026-01-29,7,N
ACT-05705,ACC-11904,2026-01-18,sms_reminder,agent_15,phone,no_reply,2026-01-23,2,N
ACT-05706,ACC-11905,2026-02-15,sms_reminder,agent_21,legacy_db,left_message,2026-02-17,4,N
ACT-05707,ACC-11905,2026-02-10,email_sent,agent_05,spreadsheet,sent_to_specialist,2026-02-10,6,N
ACT-05708,ACC-11906,2026-02-07,manual_plan_note,agent_18,legacy_db,no_reply,2026-02-11,8,N
ACT-05709,ACC-11906,2026-02-09,spreadsheet_reconcile,agent_40,phone,updated_row,2026-02-14,11,Y
ACT-05710,ACC-11906,2026-02-04,escalation,agent_26,spreadsheet,promise_to_pay,,9,N
ACT-05711,ACC-11906,2026-01-25,email_sent,agent_05,spreadsheet,awaiting_review,2026-01-29,7,N
ACT-05712,ACC-11906,2026-01-28,manual_plan_note,agent_18,email,sent_to_specialist,2026-01-28,8,N
ACT-05713,ACC-11907,2026-03-03,manual_plan_note,agent_41,email,awaiting_review,2026-03-06,8,N
ACT-05714,ACC-11907,2026-02-15,sms_reminder,agent_01,legacy_db,promise_to_pay,2026-02-16,4,N
ACT-05715,ACC-11907,2026-02-19,manual_plan_note,agent_11,email,awaiting_review,2026-02-20,8,N
ACT-05716,ACC-11908,2026-02-09,manual_plan_note,agent_51,legacy_db,promise_to_pay,2026-02-09,6,N
ACT-05717,ACC-11908,2026-02-06,status_check,agent_22,email,viewed_status,2026-02-06,5,Y
ACT-05718,ACC-11908,2026-02-22,manual_plan_note,agent_18,spreadsheet,promise_to_pay,2026-03-01,7,N
ACT-05719,ACC-11909,2026-01-22,sms_reminder,agent_24,legacy_db,promise_to_pay,2026-01-28,2,N
ACT-05720,ACC-11909,2026-01-27,sms_reminder,agent_20,phone,sent_to_specialist,2026-01-28,3,N
ACT-05721,ACC-11909,2026-01-23,sms_reminder,agent_43,spreadsheet,sent_to_specialist,2026-01-30,3,N
ACT-05722,ACC-11909,23/01/2026,escalation,agent_44,spreadsheet,viewed_status,2026-01-30,9,N
ACT-05723,ACC-11910,2026-01-05,manual_plan_note,agent_32,legacy_db,sent_to_specialist,,9,N
ACT-05724,ACC-11910,15/01/2026,status_check,agent_40,email,left_message,2026-01-22,5,Y
ACT-05725,ACC-11910,2026-01-06,status_check,agent_34,email,next_action_unclear,2026-01-10,3,Y
ACT-05726,ACC-11911,2026-03-04,status_check,agent_32,phone,viewed_status,,5,Y
ACT-05727,ACC-11911,2026-02-25,status_check,agent_02,email,sent_to_specialist,2026-02-27,3,Y
ACT-05728,ACC-11911,2026-02-27,status_check,agent_46,phone,promise_to_pay,2026-02-27,4,Y
ACT-05729,ACC-11912,2026-01-15,manual_plan_note,agent_31,email,next_action_unclear,2026-01-15,9,N
ACT-05730,ACC-11913,20/02/2026,manual_plan_note,agent_09,legacy_db,promise_to_pay,2026-02-27,10,N
ACT-05731,ACC-11913,2026-02-21,manual_plan_note,agent_53,spreadsheet,awaiting_review,2026-02-25,8,N
ACT-05732,ACC-11913,2026-02-13,manual_plan_note,agent_06,spreadsheet,updated_row,2026-02-15,7,N
ACT-05733,ACC-11914,2026-03-03,spreadsheet_reconcile,agent_17,legacy_db,updated_row,,9,Y
ACT-05734,ACC-11914,2026-02-18,status_check,agent_08,legacy_db,viewed_status,2026-02-23,3,N
ACT-05735,ACC-11914,2026-02-22,escalation,agent_26,email,sent_to_specialist,2026-02-22,11,N
ACT-05736,ACC-11914,2026-02-11,escalation,agent_13,spreadsheet,next_action_unclear,2026-02-15,11,N
ACT-05737,ACC-11914,2026-02-18,call_attempt,agent_41,legacy_db,updated_row,2026-02-18,11,N
ACT-05738,ACC-11915,2026-02-17,sms_reminder,agent_09,phone,left_message,2026-02-24,2,N
ACT-05739,ACC-11915,13/02/2026,manual_plan_note,agent_31,legacy_db,next_action_unclear,2026-02-16,6,N
ACT-05740,ACC-11915,08/02/2026,sms_reminder,agent_03,spreadsheet,next_action_unclear,2026-02-12,2,N
ACT-05741,ACC-11916,21/01/2026,email_sent,agent_08,phone,awaiting_review,2026-01-25,6,N
ACT-05742,ACC-11916,2026-01-20,manual_plan_note,agent_38,email,updated_row,2026-01-25,9,N
ACT-05743,ACC-11916,17/01/2026,sms_reminder,agent_27,legacy_db,updated_row,2026-01-17,2,N
ACT-05744,ACC-11916,2026-01-20,email_sent,agent_48,email,promise_to_pay,2026-01-23,6,N
ACT-05745,ACC-11916,2026-01-30,call_attempt,agent_04,spreadsheet,no_reply,2026-02-03,9,N
ACT-05746,ACC-11917,2026-01-20,manual_plan_note,agent_23,legacy_db,no_reply,2026-01-20,10,N
ACT-05747,ACC-11917,2026-01-26,manual_plan_note,agent_56,spreadsheet,sent_to_specialist,2026-02-02,10,N
ACT-05748,ACC-11917,2026-01-30,email_sent,agent_56,legacy_db,sent_to_specialist,2026-02-06,4,N
ACT-05749,ACC-11917,2026-01-26,manual_plan_note,agent_51,legacy_db,next_action_unclear,2026-02-02,9,N
ACT-05750,ACC-11918,2026-02-02,call_attempt,agent_23,email,next_action_unclear,2026-02-05,14,N
ACT-05751,ACC-11918,2026-01-20,call_attempt,agent_18,legacy_db,left_message,2026-01-23,14,N
ACT-05752,ACC-11918,2026-01-21,escalation,agent_13,legacy_db,promise_to_pay,2026-01-22,11,N
ACT-05753,ACC-11918,2026-01-28,email_sent,agent_17,legacy_db,awaiting_review,2026-02-03,4,N
ACT-05754,ACC-11918,2026-01-20,manual_plan_note,agent_42,phone,sent_to_specialist,2026-01-27,8,N
ACT-05755,ACC-11919,2026-01-23,email_sent,agent_46,spreadsheet,sent_to_specialist,2026-01-23,4,N
ACT-05756,ACC-11919,2026-02-09,call_attempt,agent_39,email,sent_to_specialist,2026-02-15,14,N
ACT-05757,ACC-11919,2026-01-28,email_sent,agent_27,phone,viewed_status,,6,N
ACT-05758,ACC-11919,31/01/2026,sms_reminder,agent_58,email,next_action_unclear,,3,N
ACT-05759,ACC-11919,2026-01-22,status_check,agent_13,spreadsheet,updated_row,2026-01-22,3,Y
ACT-05760,ACC-11920,2026-02-11,spreadsheet_reconcile,agent_38,phone,viewed_status,2026-02-15,6,N
ACT-05761,ACC-11920,12/02/2026,email_sent,agent_39,phone,next_action_unclear,,7,N
ACT-05762,ACC-11920,2026-02-10,manual_plan_note,agent_22,email,no_reply,2026-02-15,5,N
ACT-05763,ACC-11921,2026-02-08,status_check,agent_46,legacy_db,sent_to_specialist,2026-02-12,5,N
ACT-05764,ACC-11921,09/02/2026,call_attempt,agent_18,spreadsheet,next_action_unclear,2026-02-11,12,N
ACT-05765,ACC-11921,20/01/2026,sms_reminder,agent_07,legacy_db,awaiting_review,2026-01-23,4,N
ACT-05766,ACC-11921,2026-02-04,escalation,agent_47,email,sent_to_specialist,2026-02-06,7,N
ACT-05767,ACC-11921,2026-02-02,call_attempt,agent_55,spreadsheet,updated_row,2026-02-05,14,N
ACT-05768,ACC-11922,18/02/2026,email_sent,agent_51,email,left_message,,5,N
ACT-05769,ACC-11922,2026-02-17,status_check,agent_01,spreadsheet,sent_to_specialist,2026-02-20,4,Y
ACT-05770,ACC-11922,2026-02-18,spreadsheet_reconcile,agent_14,email,next_action_unclear,2026-02-24,8,Y
ACT-05771,ACC-11923,11/02/2026,call_attempt,agent_06,spreadsheet,viewed_status,2026-02-13,8,N
ACT-05772,ACC-11924,2026-01-07,escalation,agent_15,email,sent_to_specialist,2026-01-11,10,N
ACT-05773,ACC-11924,22/01/2026,escalation,agent_02,email,no_reply,2026-01-25,6,N
ACT-05774,ACC-11924,2026-01-12,sms_reminder,agent_50,legacy_db,awaiting_review,2026-01-12,4,N
ACT-05775,ACC-11924,2026-01-20,manual_plan_note,agent_55,phone,no_reply,2026-01-23,7,N
ACT-05776,ACC-11924,2026-01-23,manual_plan_note,agent_17,spreadsheet,sent_to_specialist,2026-01-30,10,N
ACT-05777,ACC-11925,24/01/2026,call_attempt,agent_41,spreadsheet,awaiting_review,2026-01-25,14,N
ACT-05778,ACC-11926,25/01/2026,spreadsheet_reconcile,agent_21,spreadsheet,left_message,2026-01-30,9,Y
ACT-05779,ACC-11926,2026-01-25,sms_reminder,agent_57,phone,viewed_status,2026-01-29,4,N
ACT-05780,ACC-11926,28/01/2026,email_sent,agent_32,email,viewed_status,,5,N
ACT-05781,ACC-11926,2026-01-23,call_attempt,agent_34,legacy_db,awaiting_review,2026-01-25,12,N
ACT-05782,ACC-11927,2026-02-17,spreadsheet_reconcile,agent_34,spreadsheet,awaiting_review,2026-02-21,8,Y
ACT-05783,ACC-11927,2026-02-27,sms_reminder,agent_01,legacy_db,promise_to_pay,2026-03-06,4,N
ACT-05784,ACC-11928,2026-01-08,manual_plan_note,agent_03,phone,sent_to_specialist,2026-01-14,6,N
ACT-05785,ACC-11928,04/01/2026,status_check,agent_42,spreadsheet,next_action_unclear,,4,N
ACT-05786,ACC-11929,2026-01-23,email_sent,agent_10,spreadsheet,viewed_status,2026-01-25,4,N
ACT-05787,ACC-11929,2026-01-16,email_sent,agent_19,phone,updated_row,2026-01-21,5,N
ACT-05788,ACC-11929,2026-01-16,spreadsheet_reconcile,agent_28,spreadsheet,next_action_unclear,2026-01-21,12,N
ACT-05789,ACC-11930,2026-02-04,manual_plan_note,agent_22,spreadsheet,sent_to_specialist,2026-02-05,7,N
ACT-05790,ACC-11930,2026-02-17,manual_plan_note,agent_33,email,awaiting_review,2026-02-21,10,N
ACT-05791,ACC-11930,2026-02-19,spreadsheet_reconcile,agent_33,legacy_db,sent_to_specialist,2026-02-23,8,N
ACT-05792,ACC-11930,2026-02-08,spreadsheet_reconcile,agent_45,legacy_db,left_message,,11,N
ACT-05793,ACC-11931,2026-01-24,escalation,agent_48,phone,left_message,2026-01-31,9,N
ACT-05794,ACC-11931,2026-01-21,spreadsheet_reconcile,agent_53,spreadsheet,no_reply,,7,Y
ACT-05795,ACC-11931,2026-01-20,call_attempt,agent_09,phone,left_message,2026-01-24,13,N
ACT-05796,ACC-11931,2026-01-17,email_sent,agent_57,spreadsheet,no_reply,2026-01-24,7,N
ACT-05797,ACC-11932,13/02/2026,escalation,agent_46,email,sent_to_specialist,2026-02-17,8,N
ACT-05798,ACC-11933,19/01/2026,manual_plan_note,agent_30,spreadsheet,left_message,,7,N
ACT-05799,ACC-11933,2026-01-16,email_sent,agent_48,phone,sent_to_specialist,2026-01-23,5,N
ACT-05800,ACC-11933,2026-01-21,escalation,agent_37,legacy_db,sent_to_specialist,,7,N
ACT-05801,ACC-11933,2026-01-23,status_check,agent_07,legacy_db,viewed_status,2026-01-29,5,N
ACT-05802,ACC-11933,2026-01-19,spreadsheet_reconcile,agent_46,spreadsheet,no_reply,2026-01-24,12,N
ACT-05803,ACC-11934,2026-01-12,email_sent,agent_08,legacy_db,promise_to_pay,,7,N
ACT-05804,ACC-11934,26/01/2026,call_attempt,agent_44,spreadsheet,next_action_unclear,2026-01-28,8,N
ACT-05805,ACC-11935,19/02/2026,manual_plan_note,agent_44,spreadsheet,sent_to_specialist,2026-02-24,6,N
ACT-05806,ACC-11935,2026-02-19,escalation,agent_21,legacy_db,awaiting_review,,7,N
ACT-05807,ACC-11935,17/02/2026,status_check,agent_22,phone,viewed_status,2026-02-17,6,Y
ACT-05808,ACC-11935,2026-02-10,email_sent,agent_52,spreadsheet,sent_to_specialist,2026-02-12,5,N
ACT-05809,ACC-11936,2026-02-02,sms_reminder,agent_35,phone,sent_to_specialist,2026-02-05,3,N
ACT-05810,ACC-11936,31/01/2026,status_check,agent_28,phone,viewed_status,2026-02-02,3,Y
ACT-05811,ACC-11936,2026-02-04,manual_plan_note,agent_55,spreadsheet,next_action_unclear,2026-02-06,9,N
ACT-05812,ACC-11936,2026-02-10,status_check,agent_09,phone,viewed_status,2026-02-12,6,N
ACT-05813,ACC-11937,2026-01-16,sms_reminder,agent_50,legacy_db,no_reply,2026-01-20,4,N
ACT-05814,ACC-11937,2026-01-19,escalation,agent_41,spreadsheet,no_reply,2026-01-19,6,N
ACT-05815,ACC-11937,2026-01-15,email_sent,agent_03,phone,next_action_unclear,,4,N
ACT-05816,ACC-11937,2026-01-29,spreadsheet_reconcile,agent_50,phone,next_action_unclear,2026-02-01,10,Y
ACT-05817,ACC-11937,2026-01-20,status_check,agent_37,email,updated_row,2026-01-22,6,Y
ACT-05818,ACC-11938,05/02/2026,spreadsheet_reconcile,agent_12,spreadsheet,promise_to_pay,2026-02-05,7,Y
ACT-05819,ACC-11938,2026-02-02,escalation,agent_43,spreadsheet,left_message,2026-02-08,11,N
ACT-05820,ACC-11938,2026-02-06,call_attempt,agent_26,legacy_db,promise_to_pay,2026-02-10,10,N
ACT-05821,ACC-11938,2026-02-10,email_sent,agent_48,legacy_db,promise_to_pay,,4,N
ACT-05822,ACC-11939,2026-02-03,sms_reminder,agent_22,legacy_db,no_reply,2026-02-05,2,N
ACT-05823,ACC-11939,2026-02-13,manual_plan_note,agent_15,phone,left_message,2026-02-17,7,N
ACT-05824,ACC-11939,2026-02-14,status_check,agent_14,legacy_db,updated_row,2026-02-15,4,Y
ACT-05825,ACC-11939,2026-02-21,manual_plan_note,agent_49,spreadsheet,viewed_status,2026-02-26,5,N
ACT-05826,ACC-11940,2026-02-28,sms_reminder,agent_41,phone,updated_row,2026-02-28,4,N
ACT-05827,ACC-11940,2026-02-23,spreadsheet_reconcile,agent_07,legacy_db,no_reply,2026-02-27,9,Y
ACT-05828,ACC-11941,2026-01-18,escalation,agent_46,email,updated_row,2026-01-18,11,N
ACT-05829,ACC-11941,2026-01-19,status_check,agent_14,legacy_db,viewed_status,2026-01-24,3,Y
ACT-05830,ACC-11942,2026-02-04,sms_reminder,agent_08,legacy_db,awaiting_review,2026-02-06,4,N
ACT-05831,ACC-11942,2026-01-26,sms_reminder,agent_21,spreadsheet,no_reply,2026-02-01,4,N
ACT-05832,ACC-11942,2026-02-06,spreadsheet_reconcile,agent_48,phone,promise_to_pay,2026-02-12,6,Y
ACT-05833,ACC-11942,2026-01-23,call_attempt,agent_48,phone,awaiting_review,2026-01-25,9,N
ACT-05834,ACC-11942,2026-01-20,manual_plan_note,agent_04,legacy_db,promise_to_pay,2026-01-20,5,N
ACT-05835,ACC-11943,2026-02-26,escalation,agent_54,spreadsheet,next_action_unclear,2026-03-02,11,N
ACT-05836,ACC-11944,18/01/2026,email_sent,agent_58,phone,promise_to_pay,2026-01-25,7,N
ACT-05837,ACC-11944,2026-01-15,escalation,agent_39,spreadsheet,next_action_unclear,2026-01-20,8,N
ACT-05838,ACC-11944,2026-01-31,spreadsheet_reconcile,agent_42,email,no_reply,2026-02-05,11,N
ACT-05839,ACC-11944,2026-01-21,escalation,agent_06,spreadsheet,viewed_status,2026-01-24,9,N
ACT-05840,ACC-11945,13/01/2026,escalation,agent_16,spreadsheet,sent_to_specialist,2026-01-13,11,N
ACT-05841,ACC-11945,11/01/2026,escalation,agent_58,legacy_db,sent_to_specialist,2026-01-12,11,N
ACT-05842,ACC-11946,2026-01-22,call_attempt,agent_43,legacy_db,awaiting_review,2026-01-27,13,N
ACT-05843,ACC-11946,2026-01-19,spreadsheet_reconcile,agent_42,legacy_db,updated_row,,7,N
ACT-05844,ACC-11947,2026-01-26,spreadsheet_reconcile,agent_13,phone,sent_to_specialist,2026-01-29,6,Y
ACT-05845,ACC-11948,2026-01-07,manual_plan_note,agent_19,spreadsheet,no_reply,2026-01-12,10,N
ACT-05846,ACC-11948,2026-01-08,escalation,agent_46,email,sent_to_specialist,2026-01-08,8,N
ACT-05847,ACC-11948,03/01/2026,status_check,agent_48,spreadsheet,promise_to_pay,2026-01-04,3,N
ACT-05848,ACC-11949,06/02/2026,manual_plan_note,agent_50,email,awaiting_review,2026-02-07,10,N
ACT-05849,ACC-11949,2026-01-29,escalation,agent_19,legacy_db,viewed_status,2026-02-03,6,N
ACT-05850,ACC-11949,2026-01-25,email_sent,agent_14,spreadsheet,sent_to_specialist,2026-01-26,4,N
ACT-05851,ACC-11949,09/02/2026,sms_reminder,agent_54,legacy_db,left_message,2026-02-15,3,N
ACT-05852,ACC-11949,2026-02-06,spreadsheet_reconcile,agent_36,phone,viewed_status,2026-02-09,6,Y
ACT-05853,ACC-11950,2026-02-04,manual_plan_note,agent_37,phone,awaiting_review,,5,N
ACT-05854,ACC-11950,2026-02-06,call_attempt,agent_46,legacy_db,updated_row,,12,N
ACT-05855,ACC-11950,2026-01-30,call_attempt,agent_27,legacy_db,updated_row,2026-01-31,14,N
ACT-05856,ACC-11950,27/01/2026,status_check,agent_54,phone,awaiting_review,2026-01-30,6,N
ACT-05857,ACC-11951,2026-01-24,email_sent,agent_23,email,promise_to_pay,2026-01-31,6,N
ACT-05858,ACC-11951,12/01/2026,spreadsheet_reconcile,agent_45,spreadsheet,left_message,2026-01-19,12,Y
ACT-05859,ACC-11951,2026-01-29,sms_reminder,agent_06,spreadsheet,promise_to_pay,2026-02-05,2,N
ACT-05860,ACC-11951,2026-01-28,spreadsheet_reconcile,agent_31,phone,next_action_unclear,2026-01-29,8,Y
ACT-05861,ACC-11951,2026-01-12,sms_reminder,agent_10,phone,no_reply,2026-01-16,2,N
ACT-05862,ACC-11952,2026-01-13,status_check,agent_10,phone,promise_to_pay,2026-01-16,3,N
ACT-05863,ACC-11952,26/01/2026,sms_reminder,agent_25,phone,viewed_status,2026-02-01,3,N
ACT-05864,ACC-11952,2026-01-22,spreadsheet_reconcile,agent_28,phone,awaiting_review,2026-01-25,9,Y
ACT-05865,ACC-11953,2026-02-11,manual_plan_note,agent_17,legacy_db,promise_to_pay,2026-02-13,9,N
ACT-05866,ACC-11953,2026-02-14,status_check,agent_19,legacy_db,updated_row,,6,Y
ACT-05867,ACC-11953,2026-02-09,sms_reminder,agent_41,email,updated_row,2026-02-12,4,N
ACT-05868,ACC-11954,2026-02-13,sms_reminder,agent_18,legacy_db,awaiting_review,2026-02-13,4,N
